Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST (Rp./kWH),Netznutzung (Rp./kWH),Energielieferungkosten (Rp./kWH),Abgaben an das Gemeinwesen (Rp./kWH),Förderabgaben (KEV) (Rp./kWH)
Freiburg,C7,2020,Günstigstes Produkt,14.14315348061307,3.40489369951211,8.43825978110096,0,2.3
Appenzell Ausserrhoden,H3,2025,Günstigstes Produkt,27.66238095238095,10.84063492063492,14.52174603174603,0,2.3
Aargau,H8,2018,Günstigstes Produkt,17.4508069047619,8.34634523809524,6.32288095238095,0.481580714285714,2.3
Freiburg,C7,2018,Günstigstes Produkt,14.15858816002279,3.42032837892183,8.43825978110096,0,2.3
Glarus,C2,2021,Günstigstes Produkt,20.7862,11.4368,6.7494,0.3,2.3
Genf,C7,2020,Günstigstes Produkt,13.32339729781601,3.91605466050347,7.10734263731254,0,2.3
Jura,H8,2020,Günstigstes Produkt,23.88,11.34,8.74,1.5,2.3
Schaffhausen,C6,2024,Günstigstes Produkt,22.16680777777778,8.456807777777778,11.41,0,2.3
Tessin,C7,2024,Günstigstes Produkt,25.860963968,8.58814984,13.962814128,1.01,2.3
Wallis,C7,2021,Günstigstes Produkt,12.00331255840477,3.208,6.11035255840477,0.38496,2.3
Appenzell Ausserrhoden,C7,2023,Günstigstes Produkt,19.83585827555556,4.909445644444444,12.62641263111111,0,2.3
Obwalden,H8,2024,Günstigstes Produkt,28.22985317460317,11.85779523809524,12.67205793650794,1.4,2.3
Appenzell Innerrhoden,C6,2023,Günstigstes Produkt,20.65996777777778,5.593272222222223,12.76669555555556,0,2.3
Wallis,C6,2019,Günstigstes Produkt,13.09213333333333,4.4,5.86213333333333,0.53,2.3
Uri,C6,2024,Günstigstes Produkt,23.99103333333333,8.008666666666667,13.18236666666667,0.5,2.3
Graubünden,H8,2025,Günstigstes Produkt,27.71,11.46,11.95,2,2.3
Uri,H7,2025,Günstigstes Produkt,26.14307692307692,9.429076923076924,13.414,1,2.3
Schaffhausen,H3,2022,Günstigstes Produkt,18.81344444444445,9.63015873015873,6.883285714285714,0,2.3
Zürich,H3,2020,Günstigstes Produkt,17.45650793650794,8.26333333333333,7.09685714285714,0.35,2.3
Tessin,C7,2023,Günstigstes Produkt,22.581491888,6.00867776,13.262814128,1.01,2.3
Basel-Landschaft,C2,2018,Günstigstes Produkt,20.18108333333333,8.24245833333333,8.968625,0.67,2.3
Obwalden,H3,2021,Günstigstes Produkt,19.9247619047619,9.71523809523809,6.50952380952381,1.4,2.3
Waadt,H8,2022,Günstigstes Produkt,22.99620952380952,9.729995238095238,8.85,2.57,2.3
Schwyz,H7,2021,Günstigstes Produkt,17.17834615384616,7.38646153846154,6.60892307692308,1.24,2.3
Aargau,H7,2023,Günstigstes Produkt,22.48882967032967,7.964406593406594,11.77442307692308,0.45,2.3
Schaffhausen,H8,2021,Günstigstes Produkt,17.89760238095238,9.25268253968254,6.34491984126984,0,2.3
Schaffhausen,H8,2022,Günstigstes Produkt,18.55715,9.255349206349207,7.001800793650793,0,2.3
Graubünden,C7,2020,Günstigstes Produkt,18.30717944483079,5.52894946866622,8.5,2,2.3
Bern,C6,2025,Günstigstes Produkt,19.74656,7.06676,10.3598,0.02,2.3
Jura,H7,2019,Günstigstes Produkt,20.69007692307693,9.24038461538462,8.30353846153846,0.846153846153846,2.3
Thurgau,C7,2019,Günstigstes Produkt,13.09186407911529,4.49351047482391,5.63442202338247,0.39,2.3
Appenzell Ausserrhoden,C7,2024,Günstigstes Produkt,23.82434732,6.512485644444444,15.01186167555556,0,2.3
Freiburg,H8,2020,Günstigstes Produkt,19.69137444444444,8.40301333333333,8.98836111111111,0,2.3
Schwyz,C7,2020,Günstigstes Produkt,13.9943074080697,5.21433118787649,6.11538782928584,0.85,2.3
Aargau,H8,2021,Günstigstes Produkt,18.18659023809525,8.10634523809524,7.30346428571429,0.476780714285714,2.3
Luzern,H8,2020,Günstigstes Produkt,13.3201911111111,7.59484444444444,2.66586222222222,0.759484444444444,2.3
Graubünden,C2,2018,Günstigstes Produkt,19.1654,7.97344444444444,7.4227,0.95,2.3
St. Gallen,C7,2018,Günstigstes Produkt,11.7235979482023,3.76965285611793,4.51953392730429,0.2,2.3
Bern,C7,2023,Günstigstes Produkt,16.25186721066667,5.251791228444445,8.696075982222222,0.004,2.3
Neuenburg,H8,2024,Günstigstes Produkt,32.53728555555556,11.15301333333333,17.48427222222222,1.6,2.3
Appenzell Ausserrhoden,H8,2023,Günstigstes Produkt,24.80025595238095,8.660162698412698,13.84009325396825,0,2.3
Zug,C7,2023,Günstigstes Produkt,25.24766100666667,6.893119106666667,15.0945419,0.96,2.3
Appenzell Innerrhoden,C6,2019,Günstigstes Produkt,13.19375888888889,5.43274444444445,5.46101444444444,0,2.3
Graubünden,C6,2018,Günstigstes Produkt,18.3258,6.6408,8.37466666666667,2,2.3
Wallis,C7,2018,Günstigstes Produkt,11.57344076124751,3.83858157016589,4.97485919108162,0.46,2.3
Zürich,C6,2025,Günstigstes Produkt,21.80546666666667,8.677333333333333,8.278133333333333,2.55,2.3
Luzern,C7,2023,Günstigstes Produkt,22.32612439555556,4.4812,15.09692439555556,0.448,2.3
Graubünden,C7,2024,Günstigstes Produkt,27.59648,9.69648,13.6,2,2.3
Thurgau,C7,2018,Günstigstes Produkt,12.46198166547092,4.79141265464357,5,0.5,2.3
Zürich,C7,2018,Günstigstes Produkt,13.33446975900081,5.20808809352989,5.62638166547092,0.2,2.3
Waadt,H8,2021,Günstigstes Produkt,22.5796,9.4596,8,2.6,2.3
Solothurn,C7,2020,Günstigstes Produkt,14.7409175521949,4.37090398702802,7.97746096775333,0,2.3
Obwalden,H3,2024,Günstigstes Produkt,28.61206349206349,12.6032380952381,12.3088253968254,1.4,2.3
Appenzell Innerrhoden,C7,2020,Günstigstes Produkt,13.05514890662994,4.59406402089801,6.16108488573193,0,2.3
Solothurn,C7,2024,Günstigstes Produkt,20.75901477688889,7.212938794666667,10.49607598222222,0.6,2.3
Zürich,H3,2022,Günstigstes Produkt,18.05444444444445,8.74215873015873,7.22031746031746,0.32,2.3
Obwalden,H3,2019,Günstigstes Produkt,19.92730158730158,9.79523809523809,6.43206349206349,1.4,2.3
Bern,C6,2019,Günstigstes Produkt,15.98840423731401,5.60608,8.06232423731401,0.02,2.3
Glarus,C2,2023,Günstigstes Produkt,31.37285,13.37385,15.399,0.3,2.3
Solothurn,H8,2024,Günstigstes Produkt,31.11535714285714,13.31256666666667,15.14714285714286,1.1,2.3
Schaffhausen,C6,2020,Günstigstes Produkt,13.41202666666667,5.29860555555556,5.81342111111111,0,2.3
Obwalden,H3,2018,Günstigstes Produkt,20.03688888888886,10.1253333333333,6.21155555555556,1.4,2.3
Uri,C7,2020,Günstigstes Produkt,10.83274698685355,3.72544489191134,4.50730209494221,0.3,2.3
Wallis,C2,2020,Günstigstes Produkt,15.03,5.28,6.82,0.63,2.3
Luzern,C2,2023,Günstigstes Produkt,28.44169555555555,9.056444444444445,16.17961111111111,0.90564,2.3
Thurgau,C7,2022,Günstigstes Produkt,13.68464,4.45568,6.8,0.13,2.3
Freiburg,C7,2024,Günstigstes Produkt,24.47146731655555,5.463207447111111,16.70825986944444,0,2.3
Genf,C6,2018,Günstigstes Produkt,13.78804666666667,4.49764666666667,6.9904,0,2.3
Waadt,H8,2018,Günstigstes Produkt,20.63842857142857,8.90357142857143,8.33485714285714,0.9,2.3
Basel-Landschaft,H3,2021,Günstigstes Produkt,19.37767343190476,8.71533333333333,7.90157142857143,0.46076867,2.3
Neuenburg,H8,2023,Günstigstes Produkt,25.48728555555556,8.903013333333334,12.68427222222222,1.6,2.3
St. Gallen,H3,2025,Günstigstes Produkt,28.26238095238095,10.84063492063492,14.52174603174603,0.6,2.3
Tessin,C2,2018,Günstigstes Produkt,19.22766666666667,7.82766666666667,6.95,2.15,2.3
Wallis,C2,2023,Günstigstes Produkt,28.04,6.98,17.92,0.84,2.3
Luzern,C2,2025,Günstigstes Produkt,18.6712,7.792,7.8,0.7792,2.3
Glarus,C2,2018,Günstigstes Produkt,19.314,9.367,6.547,0.3,2.3
Schaffhausen,H7,2021,Günstigstes Produkt,16.27675824175825,7.73824175824176,6.23851648351649,0,2.3
St. Gallen,H7,2021,Günstigstes Produkt,17.17773351648351,6.23320783209363,7.49822802197802,0.6,2.3
Appenzell Innerrhoden,C7,2021,Günstigstes Produkt,12.76263135892505,3.90476247841762,6.55786888050743,0,2.3
St. Gallen,C6,2023,Günstigstes Produkt,20.65996777777778,5.593272222222223,12.19,0.3,2.3
Graubünden,C7,2021,Günstigstes Produkt,17.62894946866622,5.62894946866622,7.7,2,2.3
Glarus,C2,2020,Günstigstes Produkt,21.54815,11.6368,7.31135,0.3,2.3
Schaffhausen,C6,2021,Günstigstes Produkt,13.00159,5.02121111111111,5.68037888888889,0,2.3
Schaffhausen,H3,2021,Günstigstes Produkt,18.09185714285715,9.62571428571429,6.16614285714286,0,2.3
Genf,C2,2020,Günstigstes Produkt,19.38,8.48,8.6,0,2.3
Wallis,C6,2020,Günstigstes Produkt,13.59241111111111,3.8,7.03241111111111,0.46,2.3
Schaffhausen,H3,2019,Günstigstes Produkt,19.16457142857147,10.8271428571429,6.03742857142857,0,2.3
Basel-Landschaft,H3,2020,Günstigstes Produkt,19.37767343190476,8.71533333333333,7.90157142857143,0.46076867,2.3
Jura,H8,2025,Günstigstes Produkt,26.44,12.4,10.04,1.7,2.3
St. Gallen,C7,2023,Günstigstes Produkt,19.83585827555556,4.909445644444444,12.19,0.3,2.3
Uri,H3,2025,Günstigstes Produkt,27.59577777777778,11.16688888888889,13.12888888888889,1,2.3
Thurgau,C6,2019,Günstigstes Produkt,13.68023333333333,5.15938888888889,5.7,0.39,2.3
Solothurn,C7,2018,Günstigstes Produkt,13.83967144420114,4.23996329127339,6.7293024408902,0,2.3
Genf,C7,2018,Günstigstes Produkt,12.63780481705117,3.85241522526095,6.48538959179022,0,2.3
Graubünden,C2,2025,Günstigstes Produkt,26.87,10.62,11.95,2,2.3
Basel-Landschaft,H3,2025,Günstigstes Produkt,29.89452380952381,15.13285714285714,12.12166666666667,0.34,2.3
Wallis,H7,2024,Günstigstes Produkt,25.09861538461539,10.16,11.50215384615385,0.8064,2.3
Wallis,C6,2022,Günstigstes Produkt,14.22208888888889,3.68,7.802088888888889,0.44,2.3
Appenzell Ausserrhoden,C6,2025,Günstigstes Produkt,22.21241888888889,5.943377777777778,13.96904111111111,0,2.3
Bern,C7,2024,Günstigstes Produkt,20.01301477688889,7.212938794666667,10.49607598222222,0.004,2.3
Tessin,H8,2018,Günstigstes Produkt,18.07353333333333,7.1013,6.52223333333333,2.15,2.3
Graubünden,H7,2021,Günstigstes Produkt,19.08092307692308,7.16153846153846,7.8,0.95,2.3
Neuenburg,H8,2025,Günstigstes Produkt,28.306,14.366,10.04,1.6,2.3
Glarus,H7,2018,Günstigstes Produkt,17.48395604395604,8.71351648351648,5.37043956043956,0.3,2.3
Graubünden,H7,2025,Günstigstes Produkt,27.23615384615385,10.98615384615385,11.95,2,2.3
Uri,H3,2020,Günstigstes Produkt,20.22644444444447,10.0877777777778,6.83866666666667,1,2.3
St. Gallen,C6,2024,Günstigstes Produkt,24.87329666666667,7.199272222222223,15.37402444444444,0.2,2.3
Appenzell Innerrhoden,H8,2025,Günstigstes Produkt,27.95030952380952,10.66021031746032,14.99009920634921,0,2.3
Bern,C2,2023,Günstigstes Produkt,21.11,9.46,8.35,1,2.3
Zürich,C2,2025,Günstigstes Produkt,26.0567,12.9095,8.2972,2.55,2.3
Bern,C7,2020,Günstigstes Produkt,14.24415400492257,4.64444585199482,7.29970815292775,0,2.3
Waadt,C2,2020,Günstigstes Produkt,20.28,8.48,8.6,0.9,2.3
Basel-Landschaft,H8,2025,Günstigstes Produkt,30.09599404761905,15.12911904761905,12.326875,0.34,2.3
Uri,C7,2018,Günstigstes Produkt,14.9388,5.4388,6.2,1,2.3
Uri,C7,2022,Günstigstes Produkt,11.06274689111111,3.725444842222222,4.737302048888889,0.3,2.3
Aargau,H8,2019,Günstigstes Produkt,19.1208069047619,8.26634523809524,8.07288095238095,0.481580714285714,2.3
Waadt,C6,2018,Günstigstes Produkt,14.83732,4.49764666666667,6.9904,0.9,2.3
Luzern,C7,2020,Günstigstes Produkt,6.99481166302708,3.32048,1.12529566302708,0.249036,2.3
Tessin,H8,2019,Günstigstes Produkt,18.4962,7.25396666666667,6.77223333333333,2.17,2.3
Neuenburg,C7,2021,Günstigstes Produkt,13.77478627083574,3.88026812584622,6.53451814498952,1.04,2.3
Luzern,C7,2025,Günstigstes Produkt,15.863296,5.23936,7.8,0.523936,2.3
Tessin,C2,2023,Günstigstes Produkt,26.365,8.135,13.8,2.13,2.3
Schaffhausen,H8,2018,Günstigstes Produkt,19.12139682539684,10.8458015873016,5.97559523809524,0,2.3
Basel-Landschaft,C7,2019,Günstigstes Produkt,12.40114924903756,3.50627712587003,6.17487212316753,0.42,2.3
Solothurn,C2,2025,Günstigstes Produkt,27.485,11.26,13.175,1,2.3
Solothurn,H8,2020,Günstigstes Produkt,20.62,8.58,8.265625,1.0156,2.3
Appenzell Ausserrhoden,H8,2018,Günstigstes Produkt,15.65020238095238,7.53010912698413,5.82009325396825,0,2.3
Zug,C7,2021,Günstigstes Produkt,14.83680447069519,6.02225062625496,6.27955384444023,0.235,2.3
Basel-Stadt,H8,2018,Günstigstes Produkt,27.91156500000002,10.1074285714286,7.93846428571428,7.56567214285714,2.3
Zug,H7,2019,Günstigstes Produkt,14.76448351648351,6.41371428571428,6.05076923076923,0,2.3
Schaffhausen,H3,2023,Günstigstes Produkt,23.38444444444444,11.6365873015873,9.447857142857142,0,2.3
Freiburg,H7,2025,Günstigstes Produkt,23.86608791208791,8.55,13.01608791208791,0,2.3
Obwalden,C6,2023,Günstigstes Produkt,23.04533333333333,4.8648,14.98053333333333,0.9,2.3
Schaffhausen,H3,2018,Günstigstes Produkt,19.13285714285711,11.1585714285714,5.67428571428571,0,2.3
Luzern,C7,2019,Günstigstes Produkt,12.29846396746352,4.30395412525099,5.37171328281871,0.322796559393824,2.3
Uri,H8,2023,Günstigstes Produkt,28.7714,11.32266666666667,14.14873333333333,1,2.3
Tessin,C2,2021,Günstigstes Produkt,18.985,7.235,7.2,2.25,2.3
Solothurn,C7,2021,Günstigstes Produkt,14.7409175521949,4.46345658444157,7.97746096775333,0,2.3
Appenzell Innerrhoden,H8,2019,Günstigstes Produkt,16.33020436507936,7.42011111111111,6.61009325396825,0,2.3
Solothurn,H8,2019,Günstigstes Produkt,20.7,8.66,8.284375,1.0156,2.3
Jura,H8,2023,Günstigstes Produkt,23.14,10.6,8.74,1.5,2.3
Zug,C7,2019,Günstigstes Produkt,14.20223873635157,5.76681636059859,5.90042237575298,0.235,2.3
Solothurn,H8,2023,Günstigstes Produkt,24.05383095238095,10.6,11.84714285714286,1.1,2.3
Appenzell Ausserrhoden,H3,2022,Günstigstes Produkt,18.63571428571429,9.055873015873017,7.27984126984127,0,2.3
Bern,C6,2020,Günstigstes Produkt,15.90840423731401,5.52608,8.06232423731401,0.02,2.3
Tessin,C6,2020,Günstigstes Produkt,15.99466666666666,5.33433333333333,6.95033333333333,1.41,2.3
Basel-Landschaft,C7,2018,Günstigstes Produkt,12.48114924903756,3.58627712587003,6.17487212316753,0.42,2.3
Basel-Landschaft,C7,2025,Günstigstes Produkt,20.15209902,6.0466337,11.46546532,0.34,2.3
Zürich,H3,2019,Günstigstes Produkt,17.22126984126985,8.55015873015873,6.31649462871477,0.35,2.3
Uri,C6,2022,Günstigstes Produkt,14.156,6.218,5.138,0.5,2.3
Thurgau,C7,2020,Günstigstes Produkt,13.23675892626535,4.468872427205374,6.14422023382472,0.39,2.3
Jura,C2,2019,Günstigstes Produkt,22.77482222222222,10.28,9.19482222222222,1,2.3
Uri,C6,2023,Günstigstes Produkt,22.50103333333333,6.518666666666666,13.18236666666667,0.5,2.3
Tessin,C2,2020,Günstigstes Produkt,18.795,6.885,7.4,2.21,2.3
Waadt,C6,2020,Günstigstes Produkt,15.47242666666667,4.62122666666667,7.6512,0.9,2.3
Appenzell Innerrhoden,C7,2024,Günstigstes Produkt,23.82434732,6.512485644444444,15.01186167555556,0,2.3
Graubünden,H8,2024,Günstigstes Produkt,30.08,12.18,13.6,2,2.3
Zug,C2,2023,Günstigstes Produkt,25.70866666666667,8.9445,14.46416666666667,0,2.3
Appenzell Innerrhoden,H8,2020,Günstigstes Produkt,16.83020039682539,7.30010714285714,7.23009325396825,0,2.3
Graubünden,H7,2019,Günstigstes Produkt,18.91661538461539,7.49208791208791,7.47794505494505,0.95,2.3
Appenzell Ausserrhoden,H3,2023,Günstigstes Produkt,24.7652380952381,9.065396825396826,13.39984126984127,0,2.3
Neuenburg,C7,2019,Günstigstes Produkt,14.09823680435034,3.88026812584622,6.85796867850412,0.92,2.3
Zug,C2,2019,Günstigstes Produkt,16.9521,7.2816,7.3705,0,2.3
Wallis,C6,2021,Günstigstes Produkt,12.83753333333333,3.8,6.28153333333333,0.456,2.3
Schaffhausen,H3,2020,Günstigstes Produkt,19.59544444444444,10.7515873015873,6.54385714285714,0,2.3
Freiburg,C7,2021,Günstigstes Produkt,14.14315348061307,3.40489369951211,8.43825978110096,0,2.3
Thurgau,C6,2018,Günstigstes Produkt,13.28291111111112,5.53635555555556,5.15827777777778,0.31,2.3
Schaffhausen,H3,2024,Günstigstes Produkt,29.03728571428572,14.48728571428571,12.25,0,2.3
Waadt,C2,2019,Günstigstes Produkt,20.44,8.64,8.6,0.9,2.3
Aargau,H8,2024,Günstigstes Produkt,32.44,11.51,17.68010714285714,0.65,2.3
Waadt,H8,2019,Günstigstes Produkt,20.54118095238095,8.88052857142857,8.33485714285714,0.9,2.3
Schaffhausen,C2,2021,Günstigstes Produkt,17.972735,9.06576666666667,6.60696833333333,0,2.3
Glarus,H7,2022,Günstigstes Produkt,20.46204395604396,10.34795604395604,7.514087912087912,0.3,2.3
Zug,C7,2024,Günstigstes Produkt,27.90852953555556,9.231158957777778,15.41737057777778,0.96,2.3
Basel-Stadt,C7,2018,Günstigstes Produkt,20.52207919365654,6.14361293936871,6.45627536954712,5.62219088474071,2.3
Solothurn,H8,2018,Günstigstes Produkt,19.97119880952381,8.42854404761905,8.284375,1,2.3
Appenzell Ausserrhoden,H3,2021,Günstigstes Produkt,18.24253968253968,8.65269841269841,7.28984126984127,0,2.3
Jura,H8,2024,Günstigstes Produkt,27.91,13.57,10.54,1.5,2.3
Neuenburg,C7,2024,Günstigstes Produkt,26.07146731655556,5.463207447111111,16.70825986944444,1.6,2.3
Neuenburg,C6,2021,Standardprodukt,15.08371305555555,4.45571444444444,7.26799861111111,1.04,2.3
Basel-Landschaft,C6,2019,Standardprodukt,14.19374305,4.07396666666667,7.39050833333333,0.42926805,2.3
Aargau,C6,2024,Standardprodukt,25.95121111111111,6.229540277777778,17.86516666666667,0.3168,2.3
Obwalden,C6,2014,Standardprodukt,14.203,4.668,8.035,0.9,0.6
Uri,C6,2020,Standardprodukt,13.946,6.218,4.928,0.5,2.3
Neuenburg,H5,2017,Standardprodukt,18.51624857142857,8.38432476190476,6.73192380952381,1.56,1.5
Appenzell Innerrhoden,H5,2016,Standardprodukt,14.41371428571429,7.43428571428572,5.67942857142857,0,1.3
Uri,C6,2018,Standardprodukt,14.106,6.378,4.928,0.5,2.3
Schwyz,C6,2020,Standardprodukt,14.26033611111111,4.39838888888889,7.09422222222222,0.4,2.3
St. Gallen,H5,2018,Standardprodukt,16.573,7.98428571428571,5.76042857142857,0.6,2.3
Zug,C6,2017,Standardprodukt,11.01069333333333,4.33248,5.12821333333333,0.05,1.5
Thurgau,C6,2022,Standardprodukt,15.28463888888889,5.331,7.1,0.3,2.3
Aargau,C6,2019,Standardprodukt,14.04108888888889,3.44744444444444,6.61282222222222,0.3100345833333335,2.3
Luzern,C6,2011,Standardprodukt,14.48155,5.405,8.2208,0.40575,0.45
Aargau,C6,2023,Standardprodukt,19.32017777777778,4.705311111111111,12.2,0.3,2.3
Basel-Stadt,H5,2019,Standardprodukt,25.29092,8.21942857142857,7.62771428571429,7.14377714285714,2.3
Appenzell Ausserrhoden,C6,2023,Standardprodukt,20.65996777777778,5.593272222222223,12.76669555555556,0,2.3
Freiburg,C6,2023,Standardprodukt,18.53876111111111,4.143144444444444,12.09561666666667,0,2.3
Waadt,C6,2016,Standardprodukt,14.55924666666667,4.62764666666667,7.7316,0.9,1.3
Aargau,H5,2023,Standardprodukt,24.69102380952381,8.639038095238096,12.76920952380952,0.5,2.3
Solothurn,C6,2025,Standardprodukt,25.10981666666667,7.06676,15.2583,0.184477,2.3
Appenzell Innerrhoden,H5,2015,Standardprodukt,15.33918095238095,7.55975238095238,6.67942857142857,0,1.1
Schwyz,C6,2013,Standardprodukt,13.22628666666666,4.57475,8.321419166666665,0.06,0.45
Uri,H5,2019,Standardprodukt,20.43253333333333,9.75333333333333,7.3792,1,2.3
Graubünden,C6,2018,Standardprodukt,18.09773333333334,6.97526666666667,7.82246666666667,1.2,2.3
Basel-Stadt,H5,2017,Standardprodukt,24.01989142857143,7.97942857142857,7.62771428571429,6.91274857142857,1.5
Bern,C6,2020,Standardprodukt,16.90608,5.52608,9.06,0.02,2.3
Jura,C6,2022,Standardprodukt,17.83029,5.45049,10.0598,0.02,2.3
Aargau,C6,2021,Standardprodukt,12.83101111111111,3.78199722222222,6.907,0.27,2.3
Aargau,H5,2021,Standardprodukt,17.31211019047619,7.52437619047619,6.9,0.5,2.3
Zürich,C6,2015,Standardprodukt,12.21151466666667,4.41328,6.64823466666667,0.05,1.1
Luzern,C6,2014,Standardprodukt,14.5027,5.55933333333333,7.92636666666667,0.417,0.6
Bern,C6,2015,Standardprodukt,15.337714237314,5.15539,9.062324237314,0.02,1.1
Zug,C6,2018,Standardprodukt,15.9857,6.5927,6.858,0.235,2.3
Jura,C6,2015,Standardprodukt,15.337714237314,5.15539,9.062324237314,0.02,1.1
Glarus,C6,2025,Standardprodukt,20.41966666666667,6.514422222222223,11.2,0.3,2.3
Zürich,H5,2011,Standardprodukt,14.57076838095239,6.64454171428572,7.355015714285715,0,0.45
Glarus,C6,2021,Standardprodukt,14.02843333333333,5.46098888888889,5.9,0.3,2.3
Schwyz,H5,2025,Standardprodukt,26.89833333333333,10.598,12.19813333333333,0.81,2.3
Appenzell Innerrhoden,H5,2024,Standardprodukt,27.34128571428571,9.558428571428571,15.48285714285714,0,2.3
Solothurn,H5,2023,Standardprodukt,26.9872,10.0828,15.05862857142857,1,2.3
Neuenburg,H5,2012,Standardprodukt,20.62212,9.00103857142857,9.47827380952381,1.9,0.45
Bern,C6,2017,Standardprodukt,15.86121,6.28121,8.06,0.02,1.5
Neuenburg,H5,2014,Standardprodukt,19.60779571428572,8.67485714285715,8.43293857142857,1.56,0.6
Neuenburg,C6,2018,Standardprodukt,15.54405513888888,4.47211444444444,7.28194069444444,1.49,2.3
Basel-Landschaft,C6,2022,Standardprodukt,13.9401,4.484416666666666,6.925683333333334,0.23,2.3
Thurgau,C6,2012,Standardprodukt,13.51173333333333,4.82755555555556,7.92333333333333,0.12,0.45
Zürich,H5,2021,Standardprodukt,15.86748,6.449607142857145,7.07587142857143,0.25,2.3
Neuenburg,H5,2011,Standardprodukt,19.88320000000003,9.76792619047619,8.97813333333333,1.56,0.45
Solothurn,C6,2019,Standardprodukt,16.16686,4.97936,8.50663333333333,0.02,2.3
Basel-Landschaft,H5,2011,Standardprodukt,15.3288,6.30697142857143,8.34182857142857,0.23,0.45
Bern,C6,2018,Standardprodukt,17.11328,5.73328,9.06,0.02,2.3
Uri,C6,2021,Standardprodukt,13.656,6.218,4.638,0.5,2.3
Wallis,C6,2014,Standardprodukt,13.59449666666666,4.73933333333333,7.75753333333333,0.49763,0.6
Neuenburg,H5,2024,Standardprodukt,32.96026880952381,11.41017428571429,17.65009452380952,1.6,2.3
